fdcId,identifier,identifierType,foodType,foodDescription,value,foodWeight,valueUnit,foodMeasure,measureValue
334628,36412,NDB #,Foundation,"Restaurant, Latino, tamale, pork",0.12,142.0,g,"1 piece",0.17
334194,15121,NDB #,Foundation,"Fish, tuna, light, canned in water, drained solids",2.57,107.0,g,"1 can, drained solids",2.75
334194,15121,NDB #,Foundation,"Fish, tuna, light, canned in water, drained solids",2.57,142.0,g,"1 can, total can contents",3.65
333476,15066,NDB #,Foundation,"Fish, pollock, raw",1.63,177.0,g,"1 fillet",2.88
333374,15033,NDB #,Foundation,"Fish, haddock, raw",1.83,176.0,g,"1 fillet",3.22
331960,5746,NDB #,Foundation,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, braised",0.2,174.0,g,"1 piece",0.348
331897,5671,NDB #,Foundation,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised",0.41,94.7,g,"1 drumstick, without skin",0.388
331897,5671,NDB #,Foundation,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised",0.41,104.0,g,"1 drumstick, with skin",0.426
330415,1285,NDB #,Foundation,"Yogurt, Greek, strawberry, nonfat",0.45,150.0,g,"1 container, 5.3 oz",0.675
330137,1256,NDB #,Foundation,"Yogurt, Greek, plain, nonfat",0.7,156.0,g,"1 container",1.09
329370,1029,NDB #,Foundation,"Cheese, mozzarella, low moisture, part-skim",1.65,86.2,g,"1 cup",1.42
328841,1015,NDB #,Foundation,"Cheese, cottage, lowfat, 2% milkfat",0.42,220.0,g,"1 cup",0.924
328637,1009,NDB #,Foundation,"Cheese, cheddar",1.06,105.0,g,"1 cup",1.11
328637,1009,NDB #,Foundation,"Cheese, cheddar",1.06,17.0,g,"1 slice",0.18
325198,1042,NDB #,Foundation,"Cheese, pasteurized process, American, vitamin D fortified",1.45,20.6,g,"1 slice",0.299
325036,1032,NDB #,Foundation,"Cheese, parmesan, grated",1.35,7.6,g,"1 tablespoon",0.103
323121,7022,NDB #,Foundation,"Frankfurter, beef, unheated",0.97,48.6,g,"1 piece",0.471
